epoch,accuracy,iou,learning_rate,loss,val_accuracy,val_iou,val_loss
0,0.7666652202606201,0.32873231172561646,0.0010000000474974513,0.5848110318183899,0.8426763415336609,0.0,47.90818786621094
1,0.9289985299110413,0.6020926237106323,0.0010000000474974513,0.3226531744003296,0.8191930651664734,0.007109381258487701,297.0646667480469
2,0.9436172842979431,0.6672880053520203,0.0010000000474974513,0.24029551446437836,0.6854845285415649,0.035846635699272156,13.920792579650879
